rm_id,product_id,purchase_order_id,purchase_order_item_no,receival_item_no,batch_id,date_arrival,receival_status,net_weight,supplier_id
2182,91901201.0,256197,130,1,,2013-11-12 12:29:00 +01:00,Completed,4620.0,54963
2182,91901201.0,260995,60,1,,2013-11-12 12:55:00 +01:00,Completed,7920.0,69156
2182,91901201.0,261026,40,1,,2013-11-12 12:56:00 +01:00,Completed,6240.0,62524
2182,91901201.0,261440,10,1,,2013-11-12 12:58:00 +01:00,Completed,4440.0,61261
2130,91900143.0,257582,50,1,,2013-11-12 13:11:00 +01:00,Completed,15978.0,68155
2160,91900143.0,257523,240,1,,2013-11-12 13:30:00 +01:00,Completed,14740.0,52064
2130,91900143.0,255585,110,1,,2013-11-12 13:47:00 +01:00,Completed,12288.0,50363
2160,91900143.0,255585,110,2,,2013-11-12 13:47:00 +01:00,Completed,11700.0,50363
2127,1807.0,261843,10,1,,2013-11-12 15:09:00 +01:00,Completed,3352.0,54008
2124,1160.0,262144,10,1,,2013-11-12 15:26:00 +01:00,Completed,2160.0,50148
2182,91901201.0,256197,130,1,,2013-11-12 15:36:00 +01:00,Completed,5640.0,54963
2182,91901201.0,261440,10,1,,2013-11-12 15:37:00 +01:00,Completed,6840.0,61261
2151,91901201.0,261597,10,1,,2013-11-12 15:39:00 +01:00,Completed,10080.0,64355
2130,91900143.0,261033,40,1,,2013-11-12 15:53:00 +01:00,Completed,6560.0,69180
2134,91900146.0,261033,50,1,,2013-11-13 08:56:00 +01:00,Completed,19920.0,69180
2140,91900152.0,261604,20,1,,2013-11-13 09:36:00 +01:00,Completed,24500.0,10001
2153,91900170.0,259704,50,1,,2013-11-13 09:41:00 +01:00,Completed,10640.0,68788
2130,91900143.0,261029,30,1,,2013-11-13 09:53:00 +01:00,Completed,23840.0,55569
2140,91900152.0,261604,20,1,,2013-11-13 09:58:00 +01:00,Completed,25260.0,10001
2140,91900152.0,261604,20,1,,2013-11-13 10:13:00 +01:00,Completed,24920.0,10001
2129,91900472.0,261655,20,1,,2013-11-13 11:05:00 +01:00,Completed,4140.0,61261
2140,91900152.0,261604,20,1,,2013-11-13 11:31:00 +01:00,Completed,24660.0,10001
2160,91900143.0,257491,130,1,,2013-11-13 11:36:00 +01:00,Completed,21880.0,52036
2130,91900143.0,257491,130,1,,2013-11-13 11:52:00 +01:00,Completed,10300.0,52036
2160,91900143.0,257558,190,1,,2013-11-13 12:09:00 +01:00,Completed,3000.0,53797
2130,91900143.0,257558,190,2,,2013-11-13 12:09:00 +01:00,Completed,13276.0,53797
2140,91900152.0,261604,20,1,,2013-11-13 12:44:00 +01:00,Completed,24920.0,10001
2130,91900143.0,257493,240,1,,2013-11-13 13:32:00 +01:00,Completed,13240.0,55251
2182,91901201.0,261026,40,1,,2013-11-13 13:02:00 +01:00,Completed,2440.0,62524
2182,91901201.0,262140,10,1,,2013-11-13 13:03:00 +01:00,Completed,5020.0,60787
2182,91901201.0,262164,10,1,,2013-11-13 13:04:00 +01:00,Completed,11620.0,64355
2182,91901201.0,261980,10,1,,2013-11-13 13:05:00 +01:00,Completed,3640.0,68583
2130,91900143.0,257542,130,1,,2013-11-13 13:08:00 +01:00,Completed,19220.0,50350
2130,91900143.0,257523,240,1,,2013-11-13 13:16:00 +01:00,Completed,21100.0,52064
2222,91900177.0,261737,10,1,,2013-11-13 14:20:00 +01:00,Completed,10000.0,69289
2142,91900302.0,257493,230,1,,2013-11-13 14:39:00 +01:00,Completed,1000.0,55251
2145,91900146.0,257493,220,2,,2013-11-13 14:39:00 +01:00,Completed,2000.0,55251
2160,91900143.0,257493,240,3,,2013-11-13 14:39:00 +01:00,Completed,12160.0,55251
2149,91900170.0,261025,50,1,,2013-11-13 14:47:00 +01:00,Completed,8820.0,62524
2149,91900170.0,261464,10,2,,2013-11-13 14:47:00 +01:00,Completed,2880.0,62524
2130,91900143.0,261033,40,1,,2013-11-13 14:50:00 +01:00,Completed,6580.0,69180
2130,91900143.0,255585,110,1,,2013-11-13 14:59:00 +01:00,Completed,14560.0,50363
2160,91900143.0,255585,110,2,,2013-11-13 14:59:00 +01:00,Completed,8820.0,50363
2261,91900173.0,261706,30,1,,2013-11-13 15:17:00 +01:00,Completed,22140.0,68660
2140,91900152.0,261604,20,1,,2013-11-14 08:39:00 +01:00,Completed,24880.0,10001
2160,91900143.0,257579,130,1,,2013-11-14 08:40:00 +01:00,Completed,15180.0,50420
2140,91900152.0,261604,20,1,,2013-11-14 09:26:00 +01:00,Completed,24860.0,10001
2140,91900152.0,261604,20,1,,2013-11-14 09:47:00 +01:00,Completed,24940.0,10001
2160,91900143.0,257493,240,1,,2013-11-14 10:04:00 +01:00,Completed,11100.0,55251
2130,91900143.0,257661,20,1,,2013-11-14 10:10:00 +01:00,Completed,10710.0,68334
2160,91900143.0,257661,20,2,,2013-11-14 10:10:00 +01:00,Completed,8940.0,68334
2125,1034.0,262142,20,1,,2013-11-14 10:13:00 +01:00,Completed,6250.0,54996
2130,91900143.0,261739,10,1,,2013-11-14 11:06:00 +01:00,Completed,16796.0,54350
2153,91900170.0,261542,20,1,,2013-11-14 11:09:00 +01:00,Completed,9960.0,64355
2149,91900170.0,261025,50,1,,2013-11-14 11:45:00 +01:00,Completed,12440.0,62524
2142,91900302.0,259189,50,1,,2013-11-14 12:26:00 +01:00,Completed,16840.0,65287
2130,91900143.0,257489,130,2,,2013-11-14 12:26:00 +01:00,Completed,6660.0,65287
2130,91900143.0,261033,40,1,,2013-11-14 13:33:00 +01:00,Completed,5980.0,69180
2182,91901201.0,260995,50,1,,2013-11-14 12:58:00 +01:00,Completed,1000.0,69156
2182,91901201.0,260995,60,1,,2013-11-14 12:59:00 +01:00,Completed,9780.0,69156
2182,91901201.0,260995,70,1,,2013-11-14 13:00:00 +01:00,Completed,3440.0,69156
2182,91901201.0,260995,90,1,,2013-11-14 13:01:00 +01:00,Completed,220.0,69156
2182,91901201.0,261101,10,1,,2013-11-14 13:02:00 +01:00,Completed,2740.0,59187
2182,91901201.0,262165,10,1,,2013-11-14 13:03:00 +01:00,Completed,5960.0,64355
2160,91900143.0,257540,50,1,,2013-11-14 13:31:00 +01:00,Completed,17440.0,50390
2182,91901201.0,256197,130,1,,2013-11-14 14:30:00 +01:00,Completed,5980.0,54963
2182,91901201.0,261598,10,1,,2013-11-14 14:31:00 +01:00,Completed,15120.0,69576
2182,91901201.0,262140,10,1,,2013-11-14 14:31:00 +01:00,Completed,3340.0,60787
2130,91900143.0,261034,40,1,,2013-11-15 08:34:00 +01:00,Completed,9940.0,69190
2130,91900143.0,257541,240,1,,2013-11-15 08:38:00 +01:00,Completed,24240.0,63948
2160,91900143.0,261034,40,1,,2013-11-15 08:42:00 +01:00,Completed,18080.0,69190
2134,91900146.0,257581,220,1,,2013-11-15 08:45:00 +01:00,Completed,800.0,50468
2130,91900143.0,257581,240,2,,2013-11-15 08:45:00 +01:00,Completed,5610.0,50468
2160,91900143.0,257581,240,3,,2013-11-15 08:45:00 +01:00,Completed,9310.0,50468
2143,91900330.0,257581,250,4,,2013-11-15 08:45:00 +01:00,Completed,1000.0,50468
2160,91900143.0,261033,40,1,,2013-11-15 10:20:00 +01:00,Completed,15780.0,69180
2160,91900143.0,257491,130,1,,2013-11-15 10:47:00 +01:00,Completed,17620.0,52036
2130,91900143.0,257537,200,1,,2013-11-15 12:02:00 +01:00,Completed,23180.0,66196
2135,91900160.0,262270,20,1,,2013-11-15 12:07:00 +01:00,Completed,4018.0,65287
2134,91900146.0,262270,10,2,,2013-11-15 12:07:00 +01:00,Completed,2476.0,65287
2130,91900143.0,257489,130,3,,2013-11-15 12:07:00 +01:00,Completed,15940.0,65287
2130,91900143.0,257491,130,1,,2013-11-15 13:28:00 +01:00,Completed,12040.0,52036
2160,91900143.0,257523,240,1,,2013-11-15 13:44:00 +01:00,Completed,15000.0,52064
2143,91900330.0,257523,250,2,,2013-11-15 13:44:00 +01:00,Completed,980.0,52064
2182,91901201.0,261200,10,1,,2013-11-15 16:14:00 +01:00,Completed,3280.0,68660
2182,91901201.0,262138,10,1,,2013-11-15 16:16:00 +01:00,Completed,11740.0,69240
2133,91900871.0,257490,50,1,,2013-11-15 16:17:48 +01:00,Completed,8320.0,65287
2142,91900302.0,259189,50,1,,2013-11-15 16:29:00 +01:00,Completed,5620.0,65287
2132,91900330.0,257489,150,2,,2013-11-15 16:29:00 +01:00,Completed,1880.0,65287
2130,91900143.0,257492,50,1,,2013-11-15 16:38:00 +01:00,Completed,6420.0,64384
2222,91900177.0,259943,30,1,,2013-11-15 16:49:00 +01:00,Completed,5320.0,61261
2130,91900143.0,257491,130,1,,2013-11-25 14:07:00 +01:00,Completed,12560.0,52036
2160,91900143.0,257491,130,1,,2013-11-25 13:34:00 +01:00,Completed,17940.0,52036
2153,91900170.0,259704,50,1,,2013-11-18 09:15:00 +01:00,Completed,9580.0,68788
2140,91900152.0,261604,30,1,,2013-11-18 09:40:00 +01:00,Completed,25120.0,10001
2131,91900302.0,257493,230,1,,2013-11-18 10:03:00 +01:00,Completed,5020.0,55251
2140,91900152.0,261604,30,1,,2013-11-18 10:18:00 +01:00,Completed,24540.0,10001
2130,91900143.0,257580,130,1,,2013-11-18 10:27:00 +01:00,Completed,23540.0,66523
2140,91900152.0,261604,30,1,,2013-11-18 10:32:00 +01:00,Completed,24460.0,10001
2182,91901201.0,261934,10,1,,2013-11-18 10:37:00 +01:00,Completed,18620.0,69156
2182,91901201.0,262140,30,1,,2013-11-18 10:40:00 +01:00,Completed,4300.0,60787
2160,91900143.0,257491,130,1,,2013-11-18 11:10:00 +01:00,Completed,17600.0,52036
2140,91900152.0,261604,30,1,,2013-11-18 11:18:00 +01:00,Completed,24620.0,10001
2130,91900143.0,261862,10,1,,2013-11-18 12:00:00 +01:00,Completed,24036.0,51960
2140,91900152.0,261604,30,1,,2013-11-18 12:13:00 +01:00,Completed,24740.0,10001
2130,91900143.0,257491,130,1,,2013-11-18 12:27:00 +01:00,Completed,12640.0,52036
2261,91900173.0,261706,30,1,,2013-11-18 13:18:00 +01:00,Completed,23160.0,68660
2130,91900143.0,257523,240,1,,2013-11-18 13:31:00 +01:00,Completed,21920.0,52064
2160,91900143.0,255585,110,1,,2013-11-18 14:45:00 +01:00,Completed,11200.0,50363
2130,91900143.0,255585,110,2,,2013-11-18 14:45:00 +01:00,Completed,7312.0,50363
2130,91900143.0,255585,110,3,,2013-11-18 14:45:00 +01:00,Completed,5000.0,50363
2130,91900143.0,257541,240,1,,2013-11-18 15:09:00 +01:00,Completed,24920.0,63948
2134,91900146.0,261033,50,1,,2013-11-19 08:32:00 +01:00,Completed,14780.0,69180
2140,91900152.0,261604,30,1,,2013-11-19 08:38:00 +01:00,Completed,24760.0,10001
2130,91900143.0,257556,50,1,,2013-11-19 08:42:00 +01:00,Completed,23680.0,57615
2140,91900152.0,261604,30,1,,2013-11-19 08:44:00 +01:00,Completed,25200.0,10001
2153,91900170.0,261542,20,1,,2013-11-19 08:49:00 +01:00,Completed,2380.0,64355
2153,91900170.0,262310,10,2,,2013-11-19 08:49:00 +01:00,Completed,9860.0,64355
2160,91900143.0,257579,130,1,,2013-11-19 09:17:00 +01:00,Completed,16140.0,50420
2140,91900152.0,261604,30,1,,2013-11-19 09:35:00 +01:00,Completed,24800.0,10001
2132,91900330.0,257489,150,1,,2013-11-19 10:06:00 +01:00,Completed,4240.0,65287
2142,91900302.0,259189,50,2,,2013-11-19 10:06:00 +01:00,Completed,5820.0,65287
2130,91900143.0,257666,50,1,,2013-11-19 11:38:00 +01:00,Completed,7628.0,53377
2160,91900143.0,257666,50,2,,2013-11-19 11:38:00 +01:00,Completed,10730.0,53377
2160,91900143.0,257491,130,1,,2013-11-19 11:46:00 +01:00,Completed,17700.0,52036
2130,91900143.0,257493,240,1,,2013-11-19 11:50:00 +01:00,Completed,12720.0,55251
2182,91901201.0,261598,10,1,,2013-11-19 11:51:00 +01:00,Completed,23400.0,69576
2160,91900143.0,261029,30,1,,2013-11-19 12:05:00 +01:00,Completed,23560.0,55569
2140,91900152.0,261604,30,1,,2013-11-19 12:13:00 +01:00,Completed,24720.0,10001
2160,91900143.0,257581,240,1,,2013-11-19 12:20:00 +01:00,Completed,2020.0,50468
2130,91900143.0,257581,240,2,,2013-11-19 12:20:00 +01:00,Completed,15444.0,50468
2145,91900146.0,257581,220,3,,2013-11-19 12:20:00 +01:00,Completed,1800.0,50468
2134,91900146.0,257581,220,4,,2013-11-19 12:20:00 +01:00,Completed,740.0,50468
2130,91900143.0,257491,130,1,,2013-11-19 12:27:00 +01:00,Completed,10480.0,52036
2160,91900143.0,257523,240,2,,2013-11-19 12:48:00 +01:00,Completed,14880.0,52064
2145,91900146.0,257523,220,3,,2013-11-19 12:48:00 +01:00,Completed,860.0,52064
2160,91900143.0,257540,50,1,,2013-11-19 13:31:00 +01:00,Completed,12200.0,50390
2130,91900143.0,257582,50,1,,2013-11-19 15:10:00 +01:00,Completed,1960.0,68155
2160,91900143.0,257582,50,2,,2013-11-19 15:10:00 +01:00,Completed,7360.0,68155
2182,91901201.0,260995,90,1,,2013-11-19 15:13:00 +01:00,Completed,15300.0,69156
2182,91901201.0,260995,80,1,,2013-11-19 15:12:00 +01:00,Completed,8020.0,69156
2130,91900143.0,261033,40,1,,2013-11-19 15:17:00 +01:00,Completed,6680.0,69180
2160,91900143.0,257558,190,1,,2013-11-19 15:39:00 +01:00,Completed,1000.0,53797
2130,91900143.0,257558,190,2,,2013-11-19 15:39:00 +01:00,Completed,5968.0,53797
2142,91900302.0,257541,230,1,,2013-11-19 15:46:00 +01:00,Completed,7410.0,63948
2143,91900330.0,257541,250,2,,2013-11-19 15:46:00 +01:00,Completed,860.0,63948
2160,91900143.0,257541,240,3,,2013-11-19 15:46:00 +01:00,Completed,6080.0,63948
2160,91900143.0,257491,130,1,,2013-11-20 08:38:00 +01:00,Completed,13960.0,52036
2142,91900302.0,257491,140,2,,2013-11-20 08:38:00 +01:00,Completed,8432.0,52036
2140,91900152.0,261604,30,1,,2013-11-20 08:42:00 +01:00,Completed,25000.0,10001
2140,91900152.0,261604,30,1,,2013-11-20 09:10:00 +01:00,Completed,24840.0,10001
2140,91900152.0,261604,30,1,,2013-11-20 09:48:00 +01:00,Completed,25220.0,10001
2140,91900152.0,261604,30,1,,2013-11-20 10:02:00 +01:00,Completed,24720.0,10001
2145,91900146.0,257493,220,1,,2013-11-20 10:05:00 +01:00,Completed,2100.0,55251
2160,91900143.0,257493,240,2,,2013-11-20 10:05:00 +01:00,Completed,13040.0,55251
2182,91901201.0,256197,130,1,,2013-11-20 10:18:00 +01:00,Completed,11860.0,54963
2133,91900871.0,257490,50,1,,2013-11-20 10:19:00 +01:00,Completed,10560.0,65287
2153,91900170.0,262310,20,1,,2013-11-20 10:41:00 +01:00,Completed,11120.0,64355
2130,91900143.0,255585,110,1,,2013-11-20 12:41:00 +01:00,Completed,11912.0,50363
2160,91900143.0,255585,110,2,,2013-11-20 12:41:00 +01:00,Completed,11900.0,50363
2134,91900146.0,257501,140,1,,2013-11-20 13:01:00 +01:00,Completed,20540.0,61982
2130,91900143.0,257493,240,1,,2013-11-20 14:24:00 +01:00,Completed,7460.0,55251
2261,91900173.0,261706,30,1,,2013-11-20 14:49:00 +01:00,Completed,23500.0,68660
2130,91900143.0,257579,130,1,,2013-11-20 16:00:00 +01:00,Completed,24760.0,50420
2182,91901201.0,256197,130,1,,2013-11-21 11:13:00 +01:00,Completed,3800.0,54963
2182,91901201.0,261747,10,1,,2013-11-21 11:27:00 +01:00,Completed,8540.0,68788
2182,91901201.0,261934,10,1,,2013-11-21 11:32:00 +01:00,Completed,5960.0,69156
2182,91901201.0,262140,30,1,,2013-11-21 11:34:00 +01:00,Completed,4120.0,60787
2160,91900143.0,257491,130,1,,2013-11-21 11:53:00 +01:00,Completed,21160.0,52036
2130,91900143.0,257493,240,1,,2013-11-21 11:55:00 +01:00,Completed,15660.0,55251
2153,91900170.0,262310,10,1,,2013-11-21 11:58:00 +01:00,Completed,7800.0,64355
2132,91900330.0,257489,150,1,,2013-11-21 12:03:00 +01:00,Completed,1160.0,65287
2142,91900302.0,259189,50,2,,2013-11-21 12:03:00 +01:00,Completed,1800.0,65287
2131,91900302.0,259189,50,3,,2013-11-21 12:03:00 +01:00,Completed,7300.0,65287
2153,91900170.0,262294,10,1,,2013-11-21 12:41:00 +01:00,Completed,24380.0,68894
2130,91900143.0,257491,130,1,,2013-11-21 12:55:00 +01:00,Completed,13060.0,52036
2135,91900160.0,257493,210,1,,2013-11-21 13:36:00 +01:00,Completed,7900.0,55251
2130,91900143.0,257492,50,1,,2013-11-21 14:18:00 +01:00,Completed,778.0,64384
2130,91900143.0,257492,50,2,,2013-11-21 14:18:00 +01:00,Completed,9520.0,64384
2153,91900170.0,262310,10,1,,2013-11-21 14:30:00 +01:00,Completed,17360.0,64355
2130,91900143.0,261033,40,1,,2013-11-21 15:21:00 +01:00,Completed,6940.0,69180
2182,91901201.0,261101,10,1,,2013-11-21 15:42:00 +01:00,Completed,15220.0,59187
2182,91901201.0,262472,10,1,,2013-11-21 15:45:00 +01:00,Completed,4580.0,66103
2133,91900871.0,257490,50,1,,2013-11-21 15:48:00 +01:00,Completed,2740.0,65287
2144,91900871.0,262230,20,1,,2013-11-21 15:52:00 +01:00,Completed,2900.0,50390
2142,91900302.0,262230,10,2,,2013-11-21 15:52:00 +01:00,Completed,5800.0,50390
2160,91900143.0,257540,50,3,,2013-11-21 15:52:00 +01:00,Completed,10000.0,50390
2147,91900270.0,262295,10,1,,2013-11-22 09:15:00 +01:00,Completed,24320.0,68894
2130,91900143.0,257666,50,1,,2013-11-21 08:45:00 +01:00,Completed,9780.0,53377
2130,91900143.0,257666,50,2,,2013-11-21 08:45:00 +01:00,Completed,9200.0,53377
2130,91900143.0,257541,240,1,,2013-11-22 09:37:00 +01:00,Completed,24600.0,63948
2160,91900143.0,257579,130,1,,2013-11-22 09:39:00 +01:00,Completed,15680.0,50420
2142,91900302.0,257499,140,1,,2013-11-22 09:41:00 +01:00,Completed,2000.0,56343
2160,91900143.0,257499,130,2,,2013-11-22 09:41:00 +01:00,Completed,10800.0,56343
2182,91901201.0,261026,40,1,,2013-11-22 10:36:00 +01:00,Completed,2460.0,62524
2182,91901201.0,261440,10,1,,2013-11-22 10:38:00 +01:00,Completed,2220.0,61261
2182,91901201.0,261747,10,1,,2013-11-22 10:47:00 +01:00,Completed,3040.0,68788
2182,91901201.0,262164,10,1,,2013-11-22 10:50:00 +01:00,Completed,1140.0,64355
2182,91901201.0,262472,10,1,,2013-11-22 10:52:00 +01:00,Completed,12800.0,66103
2130,91900143.0,257537,200,1,,2013-11-22 10:58:00 +01:00,Completed,24500.0,66196
2147,91900270.0,262317,10,1,,2013-11-22 12:02:00 +01:00,Completed,23740.0,53797
2160,91900143.0,261033,40,1,,2013-11-22 12:14:00 +01:00,Completed,15160.0,69180
2143,91900330.0,262204,10,2,,2013-11-22 12:14:00 +01:00,Completed,600.0,69180
2130,91900143.0,257525,50,1,,2013-11-22 12:20:00 +01:00,Completed,19780.0,52063
2130,91900143.0,257489,130,1,,2013-11-22 12:24:00 +01:00,Completed,17190.0,65287
2134,91900146.0,262270,10,2,,2013-11-22 12:24:00 +01:00,Completed,1960.0,65287
2130,91900143.0,257489,160,3,,2013-11-22 12:24:00 +01:00,Completed,4870.0,65287
2130,91900143.0,257493,240,1,,2013-11-22 12:27:00 +01:00,Completed,8200.0,55251
2153,91900170.0,260814,100,1,,2013-11-22 12:30:00 +01:00,Completed,10660.0,69076
2134,91900146.0,257581,220,1,,2013-11-22 12:51:00 +01:00,Completed,1096.0,50468
2130,91900143.0,257581,240,2,,2013-11-22 12:51:00 +01:00,Completed,7478.0,50468
2130,91900143.0,257581,240,3,,2013-11-22 12:51:00 +01:00,Completed,6500.0,50468
2160,91900143.0,257581,240,4,,2013-11-22 12:51:00 +01:00,Completed,4500.0,50468
2160,91900143.0,257491,130,1,,2013-11-22 13:07:00 +01:00,Completed,15920.0,52036
2131,91900302.0,259189,60,1,,2013-11-22 13:11:00 +01:00,Completed,14720.0,65287
2132,91900330.0,257489,180,2,,2013-11-22 13:11:00 +01:00,Completed,7820.0,65287
2130,91900143.0,257491,130,1,,2013-11-22 13:15:00 +01:00,Completed,10340.0,52036
2153,91900170.0,262497,10,1,,2013-11-22 13:55:00 +01:00,Completed,2380.0,61261
2182,91901201.0,261598,10,1,,2013-11-22 14:41:00 +01:00,Completed,5280.0,69576
2182,91901201.0,261598,30,2,,2013-11-22 14:41:00 +01:00,Completed,1280.0,69576
2182,91901201.0,261747,10,1,,2013-11-22 14:43:00 +01:00,Completed,4540.0,68788
2182,91901201.0,261944,10,1,,2013-11-22 14:45:00 +01:00,Completed,9980.0,64355
2182,91901201.0,261934,10,1,,2013-11-22 14:46:00 +01:00,Completed,2020.0,69156
2140,91900152.0,261604,40,1,,2013-11-25 08:37:00 +01:00,Completed,24580.0,10001
2140,91900152.0,261604,40,1,,2013-11-25 08:47:00 +01:00,Completed,24640.0,10001
2182,91901201.0,261934,10,1,,2013-11-25 09:50:00 +01:00,Completed,7620.0,69156
2182,91901201.0,262156,10,1,,2013-11-25 09:51:00 +01:00,Completed,14000.0,69170
2182,91901201.0,262483,10,2,,2013-11-25 09:51:00 +01:00,Completed,2020.0,69170
2130,91900143.0,257493,240,1,,2013-11-25 09:57:00 +01:00,Completed,8980.0,55251
2130,91900143.0,261029,30,1,,2013-11-25 09:59:00 +01:00,Completed,24000.0,55569
2140,91900152.0,261604,40,1,,2013-11-25 10:18:00 +01:00,Completed,24600.0,10001
2130,91900143.0,257661,20,1,,2013-11-25 11:15:00 +01:00,Completed,14530.0,68334
2160,91900143.0,257661,20,2,,2013-11-25 11:15:00 +01:00,Completed,5120.0,68334
2153,91900170.0,260814,100,1,,2013-11-25 11:19:00 +01:00,Completed,10420.0,69076
2140,91900152.0,261604,40,1,,2013-11-25 11:48:00 +01:00,Completed,24140.0,10001
2130,91900143.0,257560,50,1,,2013-11-25 12:50:00 +01:00,Completed,25540.0,54923
2130,91900143.0,257579,130,1,,2013-11-25 13:20:00 +01:00,Completed,24540.0,50420
2261,91900173.0,261706,30,1,,2013-11-25 14:12:00 +01:00,Completed,23240.0,68660
2140,91900152.0,261604,40,1,,2013-11-25 15:32:00 +01:00,Completed,24740.0,10001
2146,91900160.0,257523,210,1,,2013-11-25 15:34:00 +01:00,Completed,1740.0,52064
2145,91900146.0,257523,220,2,,2013-11-25 15:34:00 +01:00,Completed,780.0,52064
2143,91900330.0,257523,250,3,,2013-11-25 15:34:00 +01:00,Completed,2000.0,52064
2160,91900143.0,257523,240,4,,2013-11-25 15:34:00 +01:00,Completed,12420.0,52064
2130,91900143.0,257541,240,1,,2013-11-25 15:43:00 +01:00,Completed,24720.0,63948
2129,91900472.0,262394,10,1,,2013-11-26 08:58:00 +01:00,Completed,15280.0,68583
2140,91900152.0,261604,40,1,,2013-11-26 09:03:00 +01:00,Completed,24460.0,10001
2160,91900143.0,257558,190,1,,2013-11-26 09:05:00 +01:00,Completed,11820.0,53797
2160,91900143.0,257558,190,2,,2013-11-26 09:05:00 +01:00,Completed,4100.0,53797
2160,91900143.0,257491,130,1,,2013-11-26 09:54:00 +01:00,Completed,16100.0,52036
2142,91900302.0,257491,140,2,,2013-11-26 09:54:00 +01:00,Completed,3560.0,52036
2140,91900152.0,261604,40,1,,2013-11-26 10:01:00 +01:00,Completed,24520.0,10001
2160,91900143.0,257581,240,1,,2013-11-26 11:08:00 +01:00,Completed,12440.0,50468
2145,91900146.0,257581,220,2,,2013-11-26 11:08:00 +01:00,Completed,1100.0,50468
2140,91900152.0,261604,40,1,,2013-11-26 11:23:00 +01:00,Completed,24940.0,10001
2130,91900143.0,257491,130,1,,2013-11-26 11:34:00 +01:00,Completed,7980.0,52036
2182,91901201.0,261934,10,1,,2013-11-26 12:40:00 +01:00,Completed,7560.0,69156
2182,91901201.0,261026,40,1,,2013-11-26 12:37:00 +01:00,Completed,2160.0,62524
2182,91901201.0,261747,10,1,,2013-11-26 12:39:00 +01:00,Completed,7320.0,68788
2182,91901201.0,262140,30,1,,2013-11-26 12:41:00 +01:00,Completed,4800.0,60787
2130,91900143.0,257540,50,1,,2013-11-26 12:44:00 +01:00,Completed,23380.0,50390
2140,91900152.0,261604,40,1,,2013-11-26 12:52:00 +01:00,Completed,24800.0,10001
2130,91900143.0,257523,240,1,,2013-11-26 13:08:00 +01:00,Completed,19300.0,52064
2131,91900302.0,257523,230,2,,2013-11-26 13:08:00 +01:00,Completed,60.0,52064
2140,91900152.0,261604,40,1,,2013-11-26 13:13:00 +01:00,Completed,24700.0,10001
2130,91900143.0,262373,10,1,,2013-11-26 13:43:00 +01:00,Completed,20188.0,54350
2130,91900143.0,261033,40,1,,2013-11-26 13:50:00 +01:00,Completed,6880.0,69180
2130,91900143.0,255585,110,1,,2013-11-26 14:10:00 +01:00,Completed,11212.0,50363
2160,91900143.0,255585,110,2,,2013-11-26 14:10:00 +01:00,Completed,12500.0,50363
2130,91900143.0,257492,50,1,,2013-11-26 14:45:00 +01:00,Completed,23700.0,64384
2182,91901201.0,262395,10,1,,2013-11-26 16:06:00 +01:00,Completed,12180.0,68583
2182,91901201.0,261598,30,1,,2013-11-26 16:03:00 +01:00,Completed,9940.0,69576
2130,91900143.0,257498,130,1,,2013-11-27 09:08:00 +01:00,Completed,26480.0,55568
2134,91900146.0,262391,10,1,,2013-11-27 09:12:00 +01:00,Completed,9239.0,62861
2134,91900146.0,262392,20,2,,2013-11-27 09:12:00 +01:00,Completed,17081.0,62861
2160,91900143.0,257579,130,1,,2013-11-27 09:22:00 +01:00,Completed,16300.0,50420
2130,91900143.0,261034,40,1,,2013-11-27 09:34:00 +01:00,Completed,10660.0,69190
2140,91900152.0,261604,40,1,,2013-11-27 09:43:00 +01:00,Completed,24920.0,10001
2140,91900152.0,261604,40,1,,2013-11-27 10:35:00 +01:00,Completed,25100.0,10001
2160,91900143.0,257493,240,1,,2013-11-27 10:39:00 +01:00,Completed,11940.0,55251
2142,91900302.0,257493,230,2,,2013-11-27 10:39:00 +01:00,Completed,2600.0,55251
2145,91900146.0,257493,220,3,,2013-11-27 10:39:00 +01:00,Completed,2300.0,55251
2153,91900170.0,262413,10,1,,2013-11-27 10:45:00 +01:00,Completed,10120.0,69475
2129,91900472.0,262478,10,1,,2013-11-27 11:06:00 +01:00,Completed,11920.0,64355
2130,91900143.0,262373,10,1,,2013-11-27 12:27:00 +01:00,Completed,20268.0,54350
2160,91900143.0,257491,130,1,,2013-11-27 12:31:00 +01:00,Completed,16500.0,52036
2130,91900143.0,257542,130,1,,2013-11-27 12:43:00 +01:00,Completed,22260.0,50350
2160,91900143.0,255585,110,1,,2013-11-27 12:55:00 +01:00,Completed,8730.0,50363
2130,91900143.0,255585,110,2,,2013-11-27 12:55:00 +01:00,Completed,14896.0,50363
2222,91900177.0,260992,10,1,,2013-11-27 13:20:00 +01:00,Completed,14440.0,66469
2140,91900152.0,261604,40,1,,2013-11-27 14:15:00 +01:00,Completed,24520.0,10001
2130,91900143.0,262373,10,1,,2013-11-27 14:41:00 +01:00,Completed,20508.0,54350
2155,91900296.0,261025,40,1,,2013-11-27 15:46:00 +01:00,Completed,4047.0,62524
2155,91900296.0,261025,90,2,,2013-11-27 15:46:00 +01:00,Completed,7073.0,62524
2130,91900143.0,257493,240,1,,2013-11-27 15:53:00 +01:00,Completed,11140.0,55251
2140,91900152.0,261604,40,1,,2013-11-27 16:33:00 +01:00,Completed,24300.0,10001
2160,91900143.0,261034,40,1,,2013-11-27 16:35:00 +01:00,Completed,16192.0,69190
